date,member_id,cash_collateral,gov_bond_collateral,haircut_pct,collateral_value_post_haircut
2024-11-14,MBR_005,12122711.38,9355484.35,0.0342,21158238.17
2024-11-15,MBR_005,12777439.67,8172036.23,0.0249,20745992.2
2024-11-18,MBR_005,11380745.97,8561511.74,0.0398,19601509.53
2024-11-19,MBR_005,14860854.82,8182214.41,0.0343,22762419.27
2024-11-20,MBR_005,11795874.23,8750523.43,0.039,20205127.25
2024-11-21,MBR_005,12519442.88,8009918.48,0.048,20144885.28
2024-11-22,MBR_005,13825423.76,9001488.75,0.0326,22533463.98
2024-11-25,MBR_005,12873995.74,8198205.56,0.0437,20713939.73
2024-11-26,MBR_005,12250019.48,9915032.13,0.0365,21803152.93
2024-11-27,MBR_005,11379272.6,8896764.78,0.037,19946857.09
2024-11-28,MBR_005,13568593.2,5790883.61,0.0423,19114522.44
2024-11-29,MBR_005,11380079.95,7859790.15,0.0132,19136120.87
2024-12-02,MBR_005,11420836.43,8628010.66,0.016,19910798.92
2024-12-03,MBR_005,12856848.13,8407718.17,0.048,20860995.83
2024-12-04,MBR_005,12769586.48,5689457.01,0.0121,18390201.06
2024-12-05,MBR_005,13384691.39,7101751.97,0.02,20344408.32
2024-12-06,MBR_005,15421467.2,7868089.3,0.0414,22963817.61
2024-12-09,MBR_005,13121776.35,6077388.65,0.027,19035075.5
2024-12-10,MBR_005,12854022.97,7900977.35,0.0155,20632535.17
2024-12-11,MBR_005,12221634.68,8277740.41,0.0321,20233659.62
2024-12-12,MBR_005,13247504.84,9306882.28,0.0283,22291002.35
2024-12-13,MBR_005,12604658.91,6257559.76,0.0118,18788379.46
2024-12-16,MBR_005,12238053.58,9568721.28,0.0382,21441249.71
2024-12-17,MBR_005,13677225.27,6237800.51,0.0471,19621225.37
2024-12-18,MBR_005,12137376.13,9284337.35,0.0444,21009488.9
2024-12-19,MBR_005,15240943.23,9533511.35,0.0319,24470335.57
2024-12-20,MBR_005,11777818.89,8503765.76,0.0128,20172736.45
2024-12-23,MBR_005,14816490.5,7302801.09,0.0229,21952057.45
2024-12-24,MBR_005,12133187.25,6314896.66,0.0254,18287685.54
2024-12-25,MBR_005,11791858.38,7072133.98,0.0284,18663143.75
2024-12-26,MBR_005,12141115.97,5757838.24,0.0294,17729673.77
2024-12-27,MBR_005,15055997.2,5882029.93,0.0496,20646278.44
2024-12-30,MBR_005,11501302.92,7463356.5,0.0401,18665378.82
2024-12-31,MBR_005,11658477.87,9873142.3,0.0388,21148542.24
2025-01-01,MBR_005,15358408.57,7708878.4,0.0442,22726554.54
2025-01-02,MBR_005,15112195.71,7589847.15,0.0329,22452336.88
2025-01-03,MBR_005,11730585.59,6858516.93,0.0145,18489654.02
2025-01-06,MBR_005,13588642.63,7727396.67,0.0211,21152991.22
2025-01-07,MBR_005,15626022.98,7967570.13,0.0186,23445396.3
2025-01-08,MBR_005,12665381.18,7394734.6,0.0431,19741402.72
2025-01-09,MBR_005,15145560.01,5727222.18,0.0378,20656293.19
2025-01-10,MBR_005,12700806.42,5853084.12,0.0389,18326205.57
2025-01-13,MBR_005,13998238.12,7922000.25,0.022,21745954.36
2025-01-14,MBR_005,12004018.33,5659780.97,0.0122,17594749.97
2025-01-15,MBR_005,14732898.78,8197303.96,0.0144,22812161.56
2025-01-16,MBR_005,11346773.82,9176111.73,0.0482,20080596.97
2025-01-17,MBR_005,11717045.75,8410097.57,0.0414,19778965.28
2025-01-20,MBR_005,11225504.1,8452758.06,0.038,19357057.36
2025-01-21,MBR_005,14760660.4,9208102.35,0.035,23646479.16
2025-01-22,MBR_005,15313171.74,8134923.07,0.0455,23077955.81
2025-01-23,MBR_005,13067472.31,6163759.92,0.0419,18972970.7
2025-01-24,MBR_005,13681655.63,6248193.72,0.0125,19851746.94
2025-01-27,MBR_005,12691973.88,6027449.36,0.0388,18485558.2
2025-01-28,MBR_005,12475855.14,9555014.22,0.0203,21836902.57
2025-01-29,MBR_005,11475134.47,9651407.28,0.0437,20704775.26
2025-01-30,MBR_005,11742452.48,9393114.59,0.0409,20751388.69
2025-01-31,MBR_005,13241217.37,8490790.33,0.0213,21551153.87
2025-02-03,MBR_005,15064509.29,6329861.47,0.0244,21239922.14
2025-02-04,MBR_005,12672434.01,6824797.46,0.043,19203765.19
2025-02-05,MBR_005,14575981.51,9955575.43,0.0171,24361316.6
2025-02-06,MBR_005,12389804.96,8678442.41,0.0442,20684660.21
2025-02-07,MBR_005,14181098.52,5968784.2,0.0415,19902178.18
2025-02-10,MBR_005,12529744.97,6245196.16,0.0482,18473922.68
2025-02-11,MBR_005,15529575.14,8526279.62,0.0356,23752319.21
2025-02-12,MBR_005,12916383.46,6975772.61,0.0247,19719854.48
2025-02-13,MBR_005,15454342.46,6954007.8,0.0492,22066213.08
2025-02-14,MBR_005,12475651.95,7338578.28,0.0264,19620491.77
2025-02-17,MBR_005,12116837.11,8845027.93,0.0127,20849533.18
2025-02-18,MBR_005,14878363.67,8441828.72,0.0314,23055118.97
2025-02-19,MBR_005,11778671.75,8986835.22,0.0107,20669347.83
2025-02-20,MBR_005,11659908.34,9889935.63,0.0457,21097873.91
2025-02-21,MBR_005,11406661.86,9498597.81,0.0114,20796975.66
2025-02-24,MBR_005,13762567.5,8137877.64,0.0375,21595274.73
2025-02-25,MBR_005,11981715.35,8892914.96,0.0314,20595392.78
2025-02-26,MBR_005,12451606.87,8440127.91,0.015,20765132.86
2025-02-27,MBR_005,15219819.73,7844883.93,0.0386,22761891.14
2025-02-28,MBR_005,11907598.17,5620862.43,0.047,17264280.06
2025-03-03,MBR_005,12152779.36,8210954.58,0.0371,20059107.52
2025-03-04,MBR_005,14490237.86,8085383.27,0.0416,22239269.18
2025-03-05,MBR_005,11531227.35,5899568.17,0.0365,17215461.29
2025-03-06,MBR_005,11486246.37,9064731.92,0.0258,20317108.21
2025-03-07,MBR_005,13189799.22,8430425.75,0.0379,21300711.83
2025-03-10,MBR_005,11378319.89,6444273.61,0.0287,17637642.84
2025-03-11,MBR_005,12829810.94,7673944.96,0.0151,20387879.33
2025-03-12,MBR_005,13680213.49,5652496.87,0.019,19225312.92
2025-03-13,MBR_005,13691327.22,8726613.12,0.0219,22226827.51
2025-03-14,MBR_005,12667384.12,6788727.32,0.0305,19249055.25
2025-03-17,MBR_005,11584671.32,5861794.77,0.0268,17289369.99
2025-03-18,MBR_005,14167855.06,7476478.56,0.0176,21512747.6
2025-03-19,MBR_005,15455423.17,6086016.39,0.0309,21353381.65
2025-03-20,MBR_005,13649151.48,9088218.73,0.0431,22345667.98
2025-03-21,MBR_005,13831344.41,6533588.7,0.0213,20225767.67
2025-03-24,MBR_005,11851830.12,9993953.11,0.0311,21534971.29
2025-03-25,MBR_005,13408443.98,9245352.72,0.0313,22364417.17
2025-03-26,MBR_005,13587359.47,6508258.6,0.032,19887353.79
2025-03-27,MBR_005,11456775.49,7278587.01,0.0485,18382351.03
2025-03-28,MBR_005,13321288.16,8328694.94,0.0133,21539211.46
2025-03-31,MBR_005,14384305.77,7169832.58,0.0453,21229344.94
2025-04-01,MBR_005,13563321.13,5750993.51,0.0182,19209646.56
2025-04-02,MBR_005,14314759.06,8014257.56,0.0355,22044510.48
2025-04-03,MBR_005,15370367.55,8435251.23,0.0297,23555091.82
2025-04-04,MBR_005,14065607.59,6053846.3,0.0243,19972345.42
2025-04-07,MBR_005,12929115.11,6837772.62,0.0438,19467393.29
2025-04-08,MBR_005,14716864.6,7859785.55,0.0394,22266974.6
2025-04-09,MBR_005,13459887.54,6055190.98,0.0298,19334633.83
2025-04-10,MBR_005,12754122.53,7408675.77,0.0143,20056854.24
2025-04-11,MBR_005,14080787.3,10007727.21,0.0371,23717227.83
2025-04-14,MBR_005,11400944.37,5725855.75,0.0162,17034041.25
2025-04-15,MBR_005,11704882.77,8240828.01,0.0216,19767708.89
2025-04-16,MBR_005,14537203.49,8535350.4,0.0407,22725165.13
2025-04-17,MBR_005,13432766.03,9677634.54,0.0316,22804587.32
2025-04-18,MBR_005,12960352.54,9769437.95,0.0289,22447453.73
2025-04-21,MBR_005,12854393.16,7310177.61,0.0312,19936493.22
2025-04-22,MBR_005,12579039.07,9206629.46,0.0254,21551820.14
2025-04-23,MBR_005,12437175.87,7192376.54,0.0313,19404431.02
2025-04-24,MBR_005,12907281.41,6835368.2,0.0424,19452830.0
2025-04-25,MBR_005,13095453.28,9567415.77,0.0139,22529881.97
2025-04-28,MBR_005,12231646.32,9921648.18,0.0287,21868543.2
2025-04-29,MBR_005,11516160.22,9410088.81,0.018,20756867.43
2025-04-30,MBR_005,15221579.4,9589836.03,0.0205,24614823.79
2025-05-01,MBR_005,11824715.41,6861242.83,0.0142,18588528.59
2025-05-02,MBR_005,13965038.66,6645692.87,0.0441,20317656.47
2025-05-05,MBR_005,15488513.65,6538258.29,0.0122,21947005.19
2025-05-06,MBR_005,14371320.81,8368464.86,0.0465,22350652.05
2025-05-07,MBR_005,14968154.88,7505916.03,0.0124,22380997.55
2025-05-08,MBR_005,15399928.16,6882664.72,0.0276,22092631.34
2025-05-09,MBR_005,15626880.29,9204053.86,0.0197,24649614.29
2025-05-12,MBR_005,13858619.34,9906083.54,0.0429,23339731.9
2025-05-13,MBR_005,11679444.06,7369428.81,0.0228,18880849.9
2025-05-14,MBR_005,11490603.44,9228082.71,0.0181,20551657.85
2025-05-15,MBR_005,13084958.22,8392484.57,0.0145,21355751.76
2025-05-16,MBR_005,12907348.84,8271249.58,0.0376,20867599.44
2025-05-19,MBR_005,14713305.35,6068199.62,0.0391,20544238.36
2025-05-20,MBR_005,14385966.33,8411771.5,0.0383,22475566.99
2025-05-21,MBR_005,11287306.4,9754126.11,0.0301,20747833.31
2025-05-22,MBR_005,13521820.64,9549082.3,0.0496,22597268.46
2025-05-23,MBR_005,14193799.14,9968369.97,0.0492,23671725.31
2025-05-26,MBR_005,15353076.07,5665496.54,0.0434,20772690.05
2025-05-27,MBR_005,13297649.54,6413852.01,0.0174,19599900.53
2025-05-28,MBR_005,12243908.45,7055390.74,0.0378,19032605.42
2025-05-29,MBR_005,11524882.72,8340208.04,0.0189,19707460.83
2025-05-30,MBR_005,13525150.89,8574203.93,0.0177,21947591.41
2025-06-02,MBR_005,13651470.25,8474377.57,0.0111,22031782.23
2025-06-03,MBR_005,14632028.42,6673454.84,0.0251,21137979.54
2025-06-04,MBR_005,14026839.8,7536752.87,0.0177,21430192.14
2025-06-05,MBR_005,11855164.59,5982493.31,0.0186,17726383.52
2025-06-06,MBR_005,11676129.89,5813183.64,0.0487,17206211.49
2025-06-09,MBR_005,14733798.92,5635747.59,0.03,20200474.09
2025-06-10,MBR_005,14412173.66,7186423.82,0.0183,21467085.92
2025-06-11,MBR_005,12344156.98,9571842.78,0.0126,21795394.54
2025-06-12,MBR_005,12978119.6,6570369.66,0.0376,19301443.37
2025-06-13,MBR_005,13370252.7,7516621.29,0.0448,20550129.37
2025-06-16,MBR_005,14148223.12,9019647.22,0.0317,22881947.53
2025-06-17,MBR_005,15388631.73,9098764.85,0.0431,24095239.82
2025-06-18,MBR_005,13860326.19,9178838.28,0.0357,22711479.94
2025-06-19,MBR_005,11518893.23,6031690.34,0.0453,17277348.0
2025-06-20,MBR_005,15158396.26,7863973.73,0.0366,22734548.55
2025-06-23,MBR_005,14774514.53,8437941.07,0.0104,23124701.01
2025-06-24,MBR_005,14511092.11,8949115.6,0.038,23120141.32
2025-06-25,MBR_005,12188417.38,7740631.0,0.0497,19544339.03
2025-06-26,MBR_005,15127073.54,6795458.56,0.0306,21714591.07
2025-06-27,MBR_005,14282570.4,8402677.14,0.0134,22572651.66
2025-06-30,MBR_005,12954115.81,6249003.07,0.0346,18986903.37
2025-07-01,MBR_005,13032719.82,5813596.91,0.05,18555636.88
2025-07-02,MBR_005,15194375.13,8807797.84,0.0451,23604941.29
2025-07-03,MBR_005,13835494.86,9006751.19,0.0183,22677422.51
2025-07-04,MBR_005,12405264.02,9882394.65,0.0125,22164128.74
2025-07-07,MBR_005,12191594.04,8184707.72,0.0231,20187235.01
2025-07-08,MBR_005,11447724.1,6468884.6,0.043,17638446.66
2025-07-09,MBR_005,11845596.04,6909562.04,0.0152,18650132.73
2025-07-10,MBR_005,15542910.0,7071953.04,0.013,22522927.65
2025-07-11,MBR_005,15065414.05,5798624.08,0.0456,20599620.87
2025-07-14,MBR_005,13428843.45,9354653.9,0.0482,22332603.04
2025-07-15,MBR_005,13141157.93,7691970.27,0.0345,20567755.22
2025-07-16,MBR_005,13869435.41,6373008.92,0.0468,19944187.51
2025-07-17,MBR_005,14544101.23,7584287.28,0.0274,21920579.04
2025-07-18,MBR_005,13043079.42,6169879.53,0.0319,19016139.79
2025-07-21,MBR_005,11525524.51,9313377.79,0.0116,20730867.12
2025-07-22,MBR_005,14184730.34,7572703.92,0.0299,21531010.41
2025-07-23,MBR_005,13954499.27,8212882.84,0.0174,22024477.95
2025-07-24,MBR_005,14551020.15,9164564.8,0.0209,23524045.55
2025-07-25,MBR_005,13569340.98,7707283.76,0.0199,21123249.79
2025-07-28,MBR_005,13188791.89,7655431.47,0.0423,20520398.61
2025-07-29,MBR_005,12131678.43,8752638.97,0.0245,20669877.75
2025-07-30,MBR_005,15127176.92,6834954.04,0.0139,21867125.09
2025-07-31,MBR_005,14001810.01,8117723.04,0.0445,21758294.38
2025-08-01,MBR_005,11454920.78,8298338.12,0.0158,19622145.15
2025-08-04,MBR_005,15391896.12,8656499.2,0.0288,23799088.14
2025-08-05,MBR_005,11590003.11,7405906.02,0.043,18677455.17
2025-08-06,MBR_005,11662992.91,9733411.45,0.0308,21096615.29
2025-08-07,MBR_005,11908505.3,5790603.55,0.044,17444322.3
2025-08-08,MBR_005,14710454.97,7769528.53,0.0282,22260882.79
2025-08-11,MBR_005,14553578.1,6372631.96,0.047,20626696.36
2025-08-12,MBR_005,11366532.91,7679422.95,0.0224,18873936.78
2025-08-13,MBR_005,13858183.26,7213399.58,0.0305,20851574.15
2025-08-14,MBR_005,15141576.49,9503348.93,0.0194,24460560.45
2025-08-15,MBR_005,13901573.28,7842771.26,0.0261,21539648.21
2025-08-18,MBR_005,12708782.43,8678019.67,0.0492,20959843.53
2025-08-19,MBR_005,11658803.0,9814713.3,0.0458,21024002.43
2025-08-20,MBR_005,14312767.84,7610861.36,0.0124,21829254.52
2025-08-21,MBR_005,12310015.0,9071088.6,0.0382,21034588.02
2025-08-22,MBR_005,12077617.38,9259878.21,0.0421,20947654.72
2025-08-25,MBR_005,15105404.56,7304736.77,0.0138,22309335.97
2025-08-26,MBR_005,12283057.51,6022393.54,0.0457,18030227.67
2025-08-27,MBR_005,12276445.33,7962859.81,0.0119,20144547.11
2025-08-28,MBR_005,11260791.47,5744841.66,0.0121,16936120.55
2025-08-29,MBR_005,13250980.45,7861945.03,0.0303,20874708.55
2025-09-01,MBR_005,15266399.45,6808690.4,0.0363,21827934.39
2025-09-02,MBR_005,11214773.43,5873295.93,0.0106,17025812.42
2025-09-03,MBR_005,14729112.32,7067466.09,0.0205,21651695.36
2025-09-04,MBR_005,12855379.29,6777926.92,0.0189,19505203.4
2025-09-05,MBR_005,13237740.25,5644963.19,0.0477,18613438.7
2025-09-08,MBR_005,13767797.35,5658497.62,0.0155,19338588.26
2025-09-09,MBR_005,14529348.74,6615815.45,0.0307,20942058.65
2025-09-10,MBR_005,15352517.3,9478452.5,0.0449,24405387.28
2025-09-11,MBR_005,14454552.7,7266675.75,0.0499,21358621.33
2025-09-12,MBR_005,14302707.04,9568099.61,0.0215,23665092.51
2025-09-15,MBR_005,11271198.49,7549222.77,0.0346,18559218.15
2025-09-16,MBR_005,13502820.8,6759366.47,0.0218,20114833.08
2025-09-17,MBR_005,12574438.79,7056570.32,0.0486,19288059.8
2025-09-18,MBR_005,14052718.93,8413473.38,0.0227,22275206.47
2025-09-19,MBR_005,12758590.0,5797405.31,0.0234,18420336.02
2025-09-22,MBR_005,13720796.79,9362577.97,0.0406,22703254.09
2025-09-23,MBR_005,13734820.05,5737400.79,0.0242,19333375.74
2025-09-24,MBR_005,15266006.14,7710145.76,0.0425,22648470.71
2025-09-25,MBR_005,12689613.94,6571803.87,0.0475,18949257.13
2025-09-26,MBR_005,14943794.8,9432232.5,0.0304,24089287.43
2025-09-29,MBR_005,11958939.23,9765225.09,0.0307,21424371.9
2025-09-30,MBR_005,15022478.94,8521406.74,0.0379,23220924.36
2025-10-01,MBR_005,15396760.74,5807411.58,0.023,21070601.85
2025-10-02,MBR_005,11560826.04,9293533.86,0.0225,20645255.39
2025-10-03,MBR_005,13265999.31,8407169.24,0.0254,21459626.45
2025-10-06,MBR_005,13797688.89,6933985.41,0.0132,20640145.69
2025-10-07,MBR_005,11407343.03,9425076.09,0.0214,20630722.49
2025-10-08,MBR_005,11990216.58,8826488.43,0.0443,20425691.57
2025-10-09,MBR_005,11552182.7,7030660.4,0.0365,18326224.0
2025-10-10,MBR_005,15449559.86,6867185.33,0.0366,22065406.21
2025-10-13,MBR_005,14775796.34,8633591.56,0.0185,23249666.45
2025-10-14,MBR_005,13192533.89,7990887.02,0.0166,21050772.18
2025-10-15,MBR_005,12285854.18,5612311.83,0.0462,17638877.2
2025-10-16,MBR_005,12689249.45,6129005.15,0.0159,18720803.42
2025-10-17,MBR_005,15135069.51,7999753.25,0.036,22846831.64
2025-10-20,MBR_005,11518297.34,6796230.9,0.0495,17978114.81
2025-10-21,MBR_005,11372481.33,7523107.97,0.0217,18732337.85
2025-10-22,MBR_005,13300910.37,9438921.12,0.0482,22284875.49
2025-10-23,MBR_005,14744128.77,9763239.44,0.0481,24037756.39
2025-10-24,MBR_005,12458282.75,7679125.83,0.0279,19923160.97
2025-10-27,MBR_005,12402961.94,8214428.47,0.031,20362743.12
2025-10-28,MBR_005,13190868.52,7184019.41,0.0357,20118418.44
2025-10-29,MBR_005,14054332.37,6620209.12,0.0166,20564646.02
2025-10-30,MBR_005,13715535.58,7212025.11,0.0481,20580662.28
2025-10-31,MBR_005,14692815.85,9004656.28,0.0221,23498469.23
2025-11-03,MBR_005,12459596.42,7483805.98,0.0312,19709907.65
2025-11-04,MBR_005,14841044.6,9193041.13,0.03,23758294.5
2025-11-05,MBR_005,12896240.69,5705381.44,0.0233,18468686.75
2025-11-06,MBR_005,11832015.44,5802593.59,0.0227,17502890.16
2025-11-07,MBR_005,14723942.24,8281831.1,0.0433,22647170.05
2025-11-10,MBR_005,15031907.47,6335718.38,0.0147,21274490.79
2025-11-11,MBR_005,12121663.71,6273232.21,0.0423,18129538.19
2025-11-12,MBR_005,12549183.26,9225444.01,0.0205,21585505.66
2025-11-13,MBR_005,12852870.56,9114779.83,0.0252,21737957.94
2025-11-14,MBR_005,14119598.03,6632943.07,0.0132,20664986.25
2025-11-17,MBR_005,15354909.41,5606261.13,0.0393,20740844.48
2025-11-18,MBR_005,11720386.79,7061578.48,0.0401,18498795.98
2025-11-19,MBR_005,13810015.44,7717683.37,0.0397,21221306.78
2025-11-20,MBR_005,12091867.06,6915789.03,0.0396,18733790.84
2025-11-21,MBR_005,15212822.44,7059143.19,0.0458,21948656.87
2025-11-24,MBR_005,14919862.52,6373762.84,0.0211,21159138.96
2025-11-25,MBR_005,14044466.58,6319839.55,0.0361,20136159.92
2025-11-26,MBR_005,13870519.37,5726092.27,0.0105,19536487.68
2025-11-27,MBR_005,11311552.79,5690222.06,0.0431,16756526.29
2025-11-28,MBR_005,13789807.13,6172383.1,0.0344,19749860.25
2025-12-01,MBR_005,12111721.35,7518581.55,0.0146,19520531.61
2025-12-02,MBR_005,13514159.64,8217478.33,0.0137,21619058.52
2025-12-03,MBR_005,11813168.03,8981854.6,0.0341,20488741.39
2025-12-04,MBR_005,14674278.3,7557768.98,0.0343,21972815.8
2025-12-05,MBR_005,11771717.94,8628251.48,0.015,20270545.64
2024-01-02,MBR_006,24030430.68,9666412.45,0.0477,33235755.25
2024-01-03,MBR_006,23462895.16,11509110.31,0.0451,34452944.6
2024-01-04,MBR_006,22228750.1,14621682.86,0.0127,36664737.59
2024-01-05,MBR_006,18534785.47,10699361.52,0.0104,29122873.63
2024-01-08,MBR_006,19807580.87,12298121.63,0.0226,31827764.95
2024-01-09,MBR_006,22246644.35,13879794.01,0.0363,35622601.83
2024-01-10,MBR_006,19321479.24,12645119.94,0.0253,31646677.64
2024-01-11,MBR_006,21125532.73,13089653.57,0.0239,33902343.58
2024-01-12,MBR_006,24104030.5,11420950.59,0.033,35148089.73
2024-01-15,MBR_006,19761095.02,15954336.77,0.0375,35117144.17
2024-01-16,MBR_006,19402936.28,12420843.45,0.0282,31473511.95
2024-01-17,MBR_006,18623087.02,9316035.6,0.0445,27524559.03
2024-01-18,MBR_006,19441459.64,14432806.97,0.0284,33464374.89
2024-01-19,MBR_006,20670855.81,10789168.74,0.0443,30982064.38
2024-01-22,MBR_006,18934482.4,15687485.41,0.0419,33964662.17
2024-01-23,MBR_006,18763454.46,12939050.81,0.0472,31091782.07
2024-01-24,MBR_006,21769296.42,13318266.14,0.0319,34662709.87
2024-01-25,MBR_006,20047086.67,12332061.66,0.0449,31825438.76
2024-01-26,MBR_006,23739033.22,11116258.84,0.0122,34719673.7
2024-01-29,MBR_006,18013803.69,12990988.26,0.0128,30838507.3
2024-01-30,MBR_006,22728750.66,12599868.63,0.0388,34839744.39
2024-01-31,MBR_006,23982793.41,10528529.46,0.0114,34391297.64
2024-02-01,MBR_006,24930935.54,12483304.44,0.0264,37084680.74
2024-02-02,MBR_006,19325110.9,15551933.15,0.044,34192759.0
2024-02-05,MBR_006,19450275.22,9897288.79,0.0144,29205043.05
2024-02-06,MBR_006,20554270.32,9489857.46,0.0377,29686360.15
2024-02-07,MBR_006,18402075.14,14424793.81,0.0119,32655213.9
2024-02-08,MBR_006,21552704.34,13144345.78,0.0147,34503828.24
2024-02-09,MBR_006,23469933.83,14406707.78,0.0478,37188000.98
2024-02-12,MBR_006,20655992.94,11151688.45,0.0115,31679436.97
2024-02-13,MBR_006,23111461.35,9043406.34,0.0434,31762383.85
2024-02-14,MBR_006,18686043.55,9520083.91,0.0337,27885300.63
2024-02-15,MBR_006,24093935.06,10578336.93,0.0231,34427912.4
2024-02-16,MBR_006,23247139.54,10978127.18,0.0465,33714783.81
2024-02-19,MBR_006,23878218.08,9206344.08,0.037,32743927.43
2024-02-20,MBR_006,24801519.3,10703896.02,0.039,35087963.38
2024-02-21,MBR_006,24143819.25,9656887.81,0.0471,33345867.65
2024-02-22,MBR_006,19419495.71,9084108.7,0.0228,28296486.73
2024-02-23,MBR_006,22922498.07,13748975.0,0.0135,36485861.9
2024-02-26,MBR_006,20262795.86,12287234.67,0.0231,32266195.4
2024-02-27,MBR_006,18429763.18,15203260.79,0.0223,33293991.25
2024-02-28,MBR_006,22910885.36,11623207.74,0.0444,34018022.68
2024-02-29,MBR_006,18451407.43,12439151.25,0.0375,30424090.52
2024-03-01,MBR_006,24977351.67,11686066.19,0.0111,36533702.52
2024-03-04,MBR_006,21767942.34,15335536.88,0.024,36735426.33
2024-03-05,MBR_006,19021876.81,12570317.88,0.0245,31284221.91
2024-03-06,MBR_006,18586003.35,12714382.2,0.0265,30963454.41
2024-03-07,MBR_006,20920570.31,11230469.33,0.0363,31743373.6
2024-03-08,MBR_006,18748816.32,13682847.5,0.0197,32162111.72
2024-03-11,MBR_006,21721042.61,10835286.57,0.0145,32399217.52
2024-03-12,MBR_006,24144873.63,10198105.37,0.034,33996243.41
2024-03-13,MBR_006,18411282.66,10018621.18,0.0333,28096283.76
2024-03-14,MBR_006,24964454.14,9907860.22,0.0154,34719733.31
2024-03-15,MBR_006,23779244.86,11834275.58,0.0394,35147249.98
2024-03-18,MBR_006,19264661.99,15367500.58,0.041,34002095.05
2024-03-19,MBR_006,21287815.41,9389357.05,0.0454,30250895.65
2024-03-20,MBR_006,23695787.66,14133833.23,0.0411,37248720.34
2024-03-21,MBR_006,19910688.71,15534649.26,0.0214,35112896.47
2024-03-22,MBR_006,22722351.37,12434392.77,0.0195,34914273.48
2024-03-25,MBR_006,19475156.17,10269868.63,0.0449,29283907.7
2024-03-26,MBR_006,24703088.67,11059735.43,0.0346,35380157.26
2024-03-27,MBR_006,19539578.52,9413440.4,0.0446,28533179.48
2024-03-28,MBR_006,20942675.0,9279451.28,0.0367,29881570.41
2024-03-29,MBR_006,18700675.49,9038498.78,0.0334,27437288.41
2024-04-01,MBR_006,24069599.9,13585891.57,0.0255,37309051.24
2024-04-02,MBR_006,25158351.61,10747046.84,0.0319,35562567.65
2024-04-03,MBR_006,20368826.45,12563202.42,0.0421,32403118.04
2024-04-04,MBR_006,24824464.39,15044341.62,0.0185,39590485.69
2024-04-05,MBR_006,18924187.03,13120914.01,0.0377,31550442.58
2024-04-08,MBR_006,19562492.7,12463595.08,0.0224,31746903.26
2024-04-09,MBR_006,24439399.27,9080932.9,0.011,33420441.91
2024-04-10,MBR_006,22884943.44,13017449.44,0.031,35498851.95
2024-04-11,MBR_006,22915879.68,14439208.09,0.0221,37035981.27
2024-04-12,MBR_006,23491164.24,10778368.32,0.0455,33779116.8
2024-04-15,MBR_006,21235632.16,10794119.64,0.045,31544016.41
2024-04-16,MBR_006,19092462.95,12286841.23,0.0321,30984896.57
2024-04-17,MBR_006,19870481.5,14038071.3,0.0265,33536543.9
2024-04-18,MBR_006,18899829.66,10225408.67,0.0219,28901301.89
2024-04-19,MBR_006,18569539.44,10951362.95,0.013,29378534.66
2024-04-22,MBR_006,22524028.98,11024381.71,0.0499,32998294.04
2024-04-23,MBR_006,21489760.39,13428362.61,0.0148,34719383.23
2024-04-24,MBR_006,18910877.02,13320806.15,0.0335,31785436.16
2024-04-25,MBR_006,22278964.31,10267826.52,0.0157,32385585.96
2024-04-26,MBR_006,24453648.87,15151172.96,0.0145,39385129.82
2024-04-29,MBR_006,21684185.09,12470982.08,0.0455,33587737.48
2024-04-30,MBR_006,19283597.39,15511791.3,0.0255,34399838.02
2024-05-01,MBR_006,25012055.39,9782544.51,0.0185,34613622.82
2024-05-02,MBR_006,22493172.54,14914189.6,0.0215,37086707.06
2024-05-03,MBR_006,21562858.47,13215797.69,0.0306,34374252.75
2024-05-06,MBR_006,23160117.4,10523270.05,0.0177,33497125.57
2024-05-07,MBR_006,18117523.16,15788883.48,0.0318,33404320.15
2024-05-08,MBR_006,19025922.99,9018806.75,0.049,27602808.2
2024-05-09,MBR_006,21703307.28,11461356.84,0.0487,32606496.04
2024-05-10,MBR_006,23717413.66,13134547.02,0.0218,36565627.55
2024-05-13,MBR_006,19731403.92,10260780.22,0.022,29766446.97
2024-05-14,MBR_006,22665914.0,11119808.57,0.0102,33672300.52
2024-05-15,MBR_006,22032911.43,11548964.59,0.0332,33198450.39
2024-05-16,MBR_006,19260520.96,10748178.75,0.0206,29787287.22
2024-05-17,MBR_006,22559842.04,15782780.43,0.0361,37772864.09
2024-05-20,MBR_006,23366949.02,15010596.43,0.0433,37727586.63
2024-05-21,MBR_006,25104136.48,10848620.35,0.0312,35614279.88
2024-05-22,MBR_006,19702874.48,13061810.91,0.0405,32235682.05
2024-05-23,MBR_006,24258764.14,12381541.91,0.0458,36073231.43
2024-05-24,MBR_006,19591621.74,14754143.7,0.0273,33942977.31
2024-05-27,MBR_006,22490805.57,10686781.74,0.022,32942478.11
2024-05-28,MBR_006,21829084.95,13044479.02,0.0103,34739205.84
2024-05-29,MBR_006,20004408.48,12307595.11,0.0391,31830776.62
2024-05-30,MBR_006,20665296.42,15261502.74,0.0101,35772657.99
2024-05-31,MBR_006,22763285.58,9022946.52,0.0213,31594043.34
2024-06-03,MBR_006,23294197.04,12189966.67,0.045,34935615.2
2024-06-04,MBR_006,25050580.71,12927607.13,0.0469,37371883.07
